municipio,barrio,actividad_principal,codigo_ciiu,clasificación_de_la_empresa,sector_económico,nombre_cargo,numero_de_vacantes,numero_días_a_laborar_por_semana,salario_honorarios,tipo_de_contrato,duración_contrato_(meses),discapacidad,rango_edad,sexo,nivel_educativo,título,nivel_educativo_finalizado,capacitación_específica,manejo_programas_informáticos,programas_informáticos,años_de_experiencia_requerida,disponibilidad_fuera_ciudad,requiere_vehiculo,vehiculo,categoria,visa_pasaporte,idiomas
medellin,bélen,actividades de limpieza.,n.81.812.,pequeña,"servicios comunales, sociales y personales",operario de hydrobox,2,6,64435,termino indefinido,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,no,si,moto,a1,no,no dato
medellin,belen -  malibu,construcción de otras obras de ingeniería civil.,f.42.429.,mediana,construccion,trabajador(a) social o psicologo(a),2,6,1700000,prestación de servicios,3,no dato,mayor o igual que 25,indiferente,profesional,psicologo(a) - trabajador(a) social,si,no aplica,si,"excel, word",2 años,no,no,no aplica,no aplica,no,no dato
medellin,belen - malibu,construcción de otras obras de ingeniería civil.,f.42.429.,mediana,construccion,oficial de construccion,15,6,1600000,prestación de servicios,3,no dato,mayor o igual que 25,masculino,ninguno,na,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
mede,belen,elaboración de productos alimenticios.,c.10.,pequeña,"comercio, hoteles y restaurantes",panadero - repostero,1,6,737717,termino fijo,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,si,curso de mbp,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
medellin,belen,confección de prendas de vestir.,c.14.,mediana,industria manufacturera,operarios de confección,10,5,781242,termino fijo,3,auditiva: sordera,mayor o igual que 18,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
medellin,belen,confección de prendas de vestir.,c.14.,mediana,industria manufacturera,operarios de confección,10,5,781242,termino fijo,3,auditiva: sordera,mayor o igual que 18,indiferente,ninguno,no aplica,no,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,belen fatima,elaboración de comidas y platos preparados.,c.10.108.1084,pequeña,"comercio, hoteles y restaurantes",auxiliar de servicios,1,5,781242,termino fijo,12,no dato,mayor o igual que 18,femenino,media (10° - 13°),bachiller,si,curso de manipulacion de alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,belen granada,organización de convenciones y eventos comerciales.,n.82.823.,mediana,"comercio, hoteles y restaurantes",promotores puerta a puerta,5,6,781242,obra o labor,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,belen las playas,otras actividades de servicio de información.,j.63.639.,pequeña,"servicios comunales, sociales y personales",cuidadora,1,6,689455,termino fijo,3,no dato,entre 35 y 40,femenino,media (10° - 13°),bachiller,si,como se maneja un adulto mayor,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,belen las playas,otros tipos de expendio de comidas preparadas n.c.p.,i.56.561.5619,pequeña,"comercio, hoteles y restaurantes",administrador de punto de venta,1,6,737717,termino fijo,4,no dato,entre 25 y 35,indiferente,secundaria (6° - 9°),bachiller academica,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,belén las playas,comercio al por mayor de productos alimenticios.,g.46.463.4631,pequeña,"comercio, hoteles y restaurantes",auxiliar de punto de venta,2,6,689454,termino indefinido,6,no dato,mayor o igual que 18,indiferente,secundaria (6° - 9°),secundaria,si,no aplica,no,no aplica,0,no,no,no aplica,a1,no,no dato
medellin,belen malibu,fabricación de productos de plástico,c.22.222.,mediana,industria manufacturera,ebanista,1,5,689454,termino fijo,4,no dato,entre 28 y 55,masculino,primaria (1° - 5°),básica primaria,no,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,belen rosales,"comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores.",g.45.453.,pequeña,comercial,lider de cartera,1,6,616000-1232000,termino fijo,4,no dato,mayor o igual que 18,femenino,técnico,administración o contabilidad,si,no aplica,si,office,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,belen rosales,obras de ingeniería civil.,f.42.,mediana,construccion,ayudante de construcción,6,6,950000,obra o labor,6,no dato,entre 20 y 40,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,belen rosales,elaboración de productos alimenticios.,c.10.,pequeña,"comercio, hoteles y restaurantes",vendedora,1,6,781242,termino fijo,3,no dato,entre 25 y 45,femenino,media (10° - 13°),bachiller,si,manipulacion de alimentos,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,belen rosales,elaboración de productos alimenticios.,c.10.,pequeña,"comercio, hoteles y restaurantes",vendedora,1,6,781242,termino fijo,3,no dato,entre 25 y 45,femenino,media (10° - 13°),bachiller,si,manipulacion de alimentos,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,belen san bernardo,"confección de prendas de vestir, excepto prendas de piel.",c.14.141.,pequeña,industria manufacturera,operarios,4,5,737717,termino indefinido,6,no dato,mayor o igual que 20,indiferente,ninguno,.,no,maquinas,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,belen san bernardo,terminación y acabado de edificios y obras de ingeniería civil.,f.43.433.,pequeña,construccion,soldador armador para estructuras metálicas,1,6,800000,termino indefinido,6,no dato,entre 27 y 43,masculino,primaria (1° - 5°),básica primaria,no,trabajo en alturas - certificado de soldadura,no,no aplica,12 meses,si,no,no aplica,no aplica,no,no dato
medellin,belen san bernardo,terminación y acabado de edificios y obras de ingeniería civil.,f.43.433.,pequeña,construccion,pintor para estructuras metálicas,1,6,737717,termino indefinido,6,no dato,entre 27 y 43,masculino,primaria (1° - 5°),básica primaria,no,trabajo en alturas,no,no aplica,12 meses,si,no,no aplica,no aplica,no,no dato
medellin,belén san bernardo,"confección de artículos con materiales textiles, excepto prendas de vestir.",c.13.139.1392,pequeña,confeccion,operaria en confección,2,5,780,termino indefinido,6,no dato,entre 18 y 35,femenino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
bello,bello,actividades de arquitectura e ingeniería; ensayos y análisis técnicos.,m.71.,mediana,construccion,ayudante de obra,20,6,795,termino indefinido,6,no dato,mayor o igual que 18,masculino,ninguno,ninguno,no,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,blen rincon,actividades de servicios de apoyo a las empresas n.c.p.,n.82.829.,pequeña,servicios,vendedor,10,6,828116,termino fijo,6,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,si,manipulación de alimentos,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
bogota,bogota dc,actividades jurídicas y de contabilidad.,m.69..,pequeña,consultori,asesor proteccion de datos,2,6,616000-1232000,termino fijo,3,no dato,entre 26 y 38,indiferente,tecnologico,tecnologo comercial,si,no aplica,si,oficce,24 meses,no,no,no aplica,no aplica,no,no dato
medellin,bombona,educación,p.,mediana,educación,docente,1,5,1289700,termino fijo,5,no dato,mayor o igual que 18,indiferente,profesional,licenciado en educación basica con enfasis en ingles,si,no aplica,si,office,1 año,no,no,no aplica,no aplica,no,no dato
medellin,bombona,obras de ingeniería civil.,f.42.,mediana,construccion,ayudante de construccion,10,6,781242,termino fijo,3,no dato,mayor o igual que 18,masculino,ninguno,n/a,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,boston,elaboración de productos alimenticios.,c.10.,pequeña,"comercio, hoteles y restaurantes",panadero,1,6,644350,termino fijo,6,no dato,entre 25 y 50,masculino,ninguno,no aplica,no,panaderia,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,boston,otras actividades de servicio de información.,j.63.639.,pequeña,"servicios comunales, sociales y personales",docente matematicas,1,6,1379000,termino fijo,6,no dato,entre 22 y 50,indiferente,profesional,licenciado en matematicas,si,no aplica,si,office,2 años,no,no,no aplica,no aplica,no,no dato
medellin,boston,catering para eventos.,i.56.562.5621,pequeña,"comercio, hoteles y restaurantes",supervisor de alimentos,1,6,950,termino indefinido,6,no dato,mayor o igual que 18,indiferente,tecnologico,tecnólogo en alimentos,si,manipulación de alimentos,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,buenos aires,expendio a la mesa de comidas preparadas.,i.56.561.5611,pequeña,consultori,domiciliario,1,5,781242,termino fijo,12,no dato,entre 18 y 55,masculino,ninguno,ninguno,no,no aplica,no,no aplica,12 meses,no,si,moto,a1,no,no dato
medellin,caicedo,"comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados.",g.47.472.4723,pequeña,industria manufacturera,operarios de producción,12,3,414000,termino fijo,3,no dato,mayor o igual que 22,masculino,ninguno,ninguno,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,calasanz,otros tipos de educación.,p.85.855.,pequeña,"servicios comunales, sociales y personales",docente inglés y/o frances,10,5,1848001-2464000,termino indefinido,6,no dato,entre 18 y 50,indiferente,profesional,profesional en el área de docencia,si,formación y certificado en pedagogía para la enseñanza del idioma.,si,"excel, word, plataformas internas",12 meses,no,no,no aplica,no aplica,no,inglés
medellin,calazans,otras actividades de servicios,s.,pequeña,"servicios comunales, sociales y personales",auxiliar administrativo y de servicios,1,6,828116,termino indefinido,6,no dato,entre 20 y 40,indiferente,técnico,tecnico administrativo o afines,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,campo amor,mantenimiento y reparación especializado de maquinaria y equipo.,c.33.331.3312,mediana,mantenimie,ingeniero de servicios de mantenimiento,1,6,1500000-2000000,termino fijo,3,no dato,entre 24 y 35,masculino,profesional,ingeniero electromecánico,si,no aplica,si,office,2 años,si,no,no aplica,no aplica,no,no dato
medellin,campo valdes,actividades de impresión y actividades de servicios relacionados con la impresión.,c.18.181.,pequeña,comunicaciones,asesores comerciales,7,6,737717,termino fijo,3,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller academico,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
medellin,candelaria,telecomunicaciones.,j.61.,grande,comunicaciones,agente call center,100,6,700000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,técnico,cualquier area,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,caribe,fabricación de muebles.,c.31.311,mediana,industria manufacturera,oficial carpinteria,2,6,700000,termino fijo,3,no dato,mayor o igual que 20,masculino,ninguno,no aplica,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,caribe,elaboración de otros productos alimenticios.,c.10.108.,pequeña,industria manufacturera,auxiliar de producción,1,6,64435,termino indefinido,6,no dato,mayor o igual que 20,indiferente,media (10° - 13°),bachiller,no,manipulación de alimentos,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,caribe,"procesamiento y conservación de carne, pescado, crustáceos y moluscos.",c.10.101.,grande,"agricultura, caza, ganaderia, pesca y silvicultura",auxiliar logistico,7,6,737717,termino fijo,3,no dato,entre 25 y 40,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
medellin,carlos e restrepo,actividades de alquiler y arrendamiento.,n.77,mediana,"comercio, hoteles y restaurantes",camareras,8,6,800000,termino fijo,11,no dato,entre 20 y 45,femenino,secundaria (6° - 9°),no,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
medellin,castellana,"actividades de restaurantes, cafeterías y servicio móvil de comidas.",i.56.561.,pequeña,"comercio, hoteles y restaurantes",encargado de punto de venta,1,6,1000000,termino fijo,12,no dato,entre 25 y 40,indiferente,media (10° - 13°),bachiller,si,manipulación de alimentos,si,office,2 años,no,no,no aplica,no aplica,no,no dato
medellin,castilla,"confección de artículos con materiales textiles, excepto prendas de vestir.",c.13.139.1392,pequeña,industria manufacturera,operaria de máquinas de confección,3,6,646,termino fijo,3,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,no,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
itagui,central mayorista,"procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos.",c.10.102.,mediana,"comercio, hoteles y restaurantes",conductor,1,6,850000,termino fijo,4,no dato,entre 25 y 30,masculino,media (10° - 13°),bachiller academico,si,no aplica,no,no aplica,12 meses,no,no,no aplica,c3,no,no dato
caldas,centro,construcción de otras obras de ingeniería civil.,f.42.429.,mediana,construccion,asistente de licitaciones,1,6,820000,termino fijo,6,fisica: amiotrofia espinal,mayor o igual que 18,indiferente,media (10° - 13°),bachiller administrativo o comercial,si,no aplica,si,office,0,no,no,no aplica,no aplica,no,no dato
medellin,centro,"seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social.",k.65.,pequeña,intermediación financiera,ejecutivo comercial,1,5,965000,termino fijo,6,no dato,mayor o igual que 18,indiferente,técnico,mercadeo y ventas,si,conocimientos en seguros,si,office basico,1 año,no,no,no aplica,no aplica,no,no dato
medellin,centro,actividades de las cooperativas financieras.,k.64.642.6424,mediana,intermediación financiera,cajera,1,6,853070,termino indefinido,6,no dato,entre 20 y 40,femenino,tecnologico,tecnologo en areas afines,si,manejo de dinero,si,excel,1 año,no,no,no aplica,no aplica,no,no dato
medellin,centro,comercio al por menor en establecimientos no especializados.,g.47.471.,mediana,"comercio, hoteles y restaurantes",asesor comercial (óptica),2,6,64435,termino fijo,3,no dato,entre 18 y 35,indiferente,media (10° - 13°),bachiller,si,lectura de formulas.,no,no aplica,3 meses,no,no,no aplica,no aplica,no,no dato
medellin,centro,obras de ingeniería civil.,f.42.,mediana,construccion,oficiales de construcción,5,6,966525,obra o labor,6,no dato,mayor o igual que 18,masculino,ninguno,ninguno,no,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
medellin,centro,educación,p.,mediana,"servicios comunales, sociales y personales",vendedor,2,6,700,termino fijo,6,no dato,mayor o igual que 18,masculino,técnico,áreas comerciales,si,no aplica,si,"word, excel, power point, redes sociales",1 año,no,si,moto,a1,no,no dato
medellin,centro,actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica.,m.71.711.,mediana,construccion,inspector de obra - interventoría,2,6,1600000,obra o labor,24,no dato,mayor o igual que 25,masculino,tecnologico,en construcción,si,no aplica,si,"proyect, autocad, excel",5 meses,no,no,no aplica,no aplica,no,no dato
medellin,centro,fabricación de otros productos químicos.,c.20.202.,mediana,industria manufacturera,asesor comercial viajero,1,6,800,termino indefinido,6,no dato,entre 28 y 47,masculino,técnico,áreas comerciales o afines,no,no aplica,no,no aplica,3 meses,si,no,no aplica,no aplica,no,no dato
medellin,centro,actividades de arquitectura e ingeniería; ensayos y análisis técnicos.,m.71.,grande,construccion,cadenero,1,6,1483140,obra o labor,6,no dato,entre 18 y 40,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
